0.62, 0.55816650390625
0.621, 2.7708595839794725
0.622, 1.406738892794266
0.623, 0.07040563306221301
0.624, 0.047578806717823635
0.625, 0.03233872019102075
0.626, 0.01642200634700272
0.627, 0.0028225323408910927
0.628, 3.869672004347348
0.629, 0.4860708608976344
0.63, 0.4523686820658649
0.631, 0.003975896619719515
0.632, 1.620198866155632
0.633, 1.8149739393538176
0.634, 0.004874197591038084
0.635, 3.0463734943988026E-4
0.636, 1.5231867471994013E-4
0.637, 7.615933735997007E-5
0.638, 3.807966867998503E-5
0.639, 1.9039834339992516E-5